	freq	pmi	quadgram	t-score	z-score
210	6	19.134072751825503	евклид_s для_pr многочлен_s теорема_s	4.5950849547437964e-05	4.5950849547437964e-05
283	6	19.114609781398908	оператор_s в_pr матричный_a форма_s	4.5950848114978975e-05	4.5950848114978975e-05
977	3	19.07966629163974	воспользоваться_v результат_s задача_s для_pr	2.2975422747084117e-05	2.2975422747084117e-05
215	6	19.070453476122502	какой_a многочлен_s делиться_v на_pr	4.595084479255452e-05	4.595084479255452e-05
74	11	19.064826965460643	геометрия_s линейный_a алгебра_s поскольку_conj	8.424321466339443e-05	8.424321466339443e-05
783	3	19.043481133252733	комплексный_a число_s алгебраический_a форма_s	2.2975421356246067e-05	2.2975421356246067e-05
75	11	19.029479667457068	при_pr переход_s от_pr один_a	8.424320963170082e-05	8.424320963170082e-05
60	13	19.02888438833923	в_pr нелинейный_a зависимость_s в_pr	9.956015673606684e-05	9.956015673606684e-05
736	4	19.024407223043635	утверждение_s теорема_s теорема_s доказать_partcp	3.063389414526157e-05	3.063389414526157e-05
380	5	19.02073654456705	справедливый_a следующий_a теорема_s теорема_s	3.829236743999159e-05	3.829236743999159e-05
228	6	19.012024522665044	собственный_a значение_s собственный_a вектор_s	4.595084023697277e-05	4.595084023697277e-05
281	6	19.01162328967103	теорема_s доказать_partcp глава_s линейный_a	4.5950840205047286e-05	4.5950840205047286e-05
742	4	18.96961090855057	частный_a решение_s однородный_a система_s	3.06338912083776e-05	3.06338912083776e-05
980	3	18.969222602884006	то есть_adv для_pr каждый_a	2.2975418390373924e-05	2.2975418390373924e-05
31	15	18.968090613931334	см также_adv доказать_v что_conj	0.00011487709171985374	0.00011487709171985374
439	5	18.967438193772452	пусть_part быть_v точка_s принадлежать_partcp	3.8292363862016335e-05	3.8292363862016335e-05
631	4	18.95226211367411	общий_a уравнение_s параметрический_a уравнение_s	3.063389025505436e-05	3.063389025505436e-05
725	4	18.898958550457348	геометрия_s линейный_a алгебра_s следствие_s	3.063388725324271e-05	3.063388725324271e-05
527	4	18.892517252962026	определитель_s квадратный_a матрица_s порядок_s	3.063388688292992e-05	3.063388688292992e-05
552	4	18.885008030730674	найти_v расстояние_s от_pr точка_s	3.0633886449129266e-05	3.0633886449129266e-05
713	4	18.866069155778682	ортогональный_a проекция_s вектор_s на_pr	3.0633885344967047e-05	3.0633885344967047e-05
511	4	18.85229434550542	ответ_s указание_s решение_s при_pr	3.063388453272257e-05	3.063388453272257e-05
486	4	18.84911753200517	на_pr фазовый_a плоскость_s множество_s	3.0633884344295726e-05	3.0633884344295726e-05
336	5	18.841922520454407	значение_s выражение_s с_pr переменный_a	3.829235489499965e-05	3.829235489499965e-05
440	5	18.8236024211988	быть_v геометрический_a место_s точка_s	3.8292353519712966e-05	3.8292353519712966e-05
296	6	18.816347719358262	каждый_a базис_s иметь_v место_s	4.595082356430988e-05	4.595082356430988e-05
117	9	18.812914513801285	матрица_s переход_s от_pr один_a	6.892623487668648e-05	6.892623487668648e-05
543	4	18.81065481803798	линейный_a оператор_s зависеть_v от_pr	3.063388202972144e-05	3.063388202972144e-05
603	4	18.809007109368352	в_pr точка_s локальный_a экстремум_s	3.0633881929182105e-05	3.0633881929182105e-05
369	5	18.804913239610084	для_pr любой_a найтись_v такой_a	3.829235209860763e-05	3.829235209860763e-05
741	4	18.804706323811992	по_pr теорема_s о_pr базисный_a	3.0633881666216566e-05	3.0633881666216566e-05
108	9	18.799426900472326	при_pr переход_s от_pr базис_s	6.892623302026489e-05	6.892623302026489e-05
847	3	18.78036721599447	теорема_s арифметика_s простой_a число_s	2.29754101223801e-05	2.29754101223801e-05
702	4	18.776623007533296	геометрия_s линейный_a алгебра_s глава_s	3.063387992969398e-05	3.063387992969398e-05
92	10	18.772453013721844	определение_s пусть_part функция_s определить_partcp	7.658469917237341e-05	7.658469917237341e-05
857	3	18.758640104216575	число_s взаимно_adv простой_a доказать_v	2.2975409099881666e-05	2.2975409099881666e-05
404	5	18.758324370360715	соотношение_s аналитический_a геометрия_s линейный_a	3.8292348474848544e-05	3.8292348474848544e-05
181	7	18.751808404631017	те существовать_v такой_a что_conj	5.360928714208715e-05	5.360928714208715e-05
330	5	18.74899011683125	собственный_a вектор_s собственный_a значение_s	3.8292347734636935e-05	3.8292347734636935e-05
4	47	18.746751887522286	зависимость_s в_pr линейный_a пространство_s	0.000359948067030452	0.000359948067030452
34	15	18.73872889028548	вид_s аналитический_a геометрия_s линейный_a	0.00011487704074611157	0.00011487704074611157
45	14	18.738457781776756	бесконечный_a число_s элемент_s множество_s	0.00010721857130220836	0.00010721857130220836
905	3	18.701567074276245	в виде_pr где_adv некоторый_a	2.2975406339453817e-05	2.2975406339453817e-05
171	7	18.685061941601262	разделить_v часть_s уравнение_s на_pr	5.360927954803685e-05	5.360927954803685e-05
115	9	18.669893993852686	геометрия_s линейный_a алгебра_s доказательство_s	6.89262142792704e-05	6.89262142792704e-05
400	5	18.656321749977838	точка_s являться_v точка_s локальный_a	3.829234012025537e-05	3.829234012025537e-05
478	4	18.65567805212728	число_s взаимно_adv простой_a с_pr	3.0633872052507926e-05	3.0633872052507926e-05
353	5	18.650966010230956	алгебра_s аналитический_a геометрия_s задача_s	3.8292339665055345e-05	3.8292339665055345e-05
213	6	18.644278193654664	от_pr деление_s многочлен_s на_pr	4.5950806913112586e-05	4.5950806913112586e-05
189	7	18.637199952672017	один_a ортонормированный_a базис_s к_pr	5.36092738821561e-05	5.36092738821561e-05
286	6	18.620059078533462	который_a квадратичный_a функционал_s иметь_v	4.5950804405895855e-05	4.5950804405895855e-05
744	4	18.607790039325213	число_s линейно_adv независимый_a элемент_s	3.063386874641676e-05	3.063386874641676e-05
207	6	18.60732073376426	только_part тогда_adv когда_conj число_s	4.5950803070206186e-05	4.5950803070206186e-05
166	7	18.578180489862305	действие_s с_pr линейный_a оператор_s	5.360926663162919e-05	5.360926663162919e-05
872	3	18.544282905024758	доказать_v равенство_s см также_adv	2.297539814195819e-05	2.297539814195819e-05
512	4	18.52902483253826	ответ_s указание_s решение_s для_pr	3.063386306417595e-05	3.063386306417595e-05
193	7	18.509798284626818	матрица_s переход_s от_pr базис_s	5.3609257851444516e-05	5.3609257851444516e-05
625	4	18.496413667126888	ряд_s из_pr модуль_s его_a	3.063386061922213e-05	3.063386061922213e-05
926	3	18.495229367730836	многочлен_s из_pr предыдущий_a задача_s	2.2975395397040697e-05	2.2975395397040697e-05
895	3	18.476213258823414	признак_s делимость_s на_pr число_s	2.297539430758808e-05	2.297539430758808e-05
896	3	18.463219601747138	ни_part один_a из_pr он	2.29753935548665e-05	2.29753935548665e-05
561	4	18.461112303710767	м получить_v новый_a уравнение_s	3.063385790953429e-05	3.063385790953429e-05
937	3	18.45340919203621	квадратный_a корень_s из_pr комплексный_a	2.2975392982041673e-05	2.2975392982041673e-05
297	6	18.427965852080472	базис_s иметь_v место_s равенство_s	4.595078295627739e-05	4.595078295627739e-05
23	19	18.427676257682435	от_pr базис_s к_pr базис_s	0.00014551081258549895	0.00014551081258549895
327	5	18.424388202011418	иметь_v бесконечный_a множество_s решение_s	3.829231877422716e-05	3.829231877422716e-05
319	5	18.384720930606804	делиться_v на_pr тогда_adv только_part	3.8292314767295554e-05	3.8292314767295554e-05
372	5	18.36753570664974	свойство_s если_conj последовательность_s сходиться_v	3.8292312996857076e-05	3.8292312996857076e-05
845	3	18.3666757897912	формула_s для_pr число_s каталан_s	2.2975387744627414e-05	2.2975387744627414e-05
585	4	18.33750323157021	комплексный_a число_s их_a свойство_s	3.0633847881437196e-05	3.0633847881437196e-05
810	3	18.334003762040783	число_s можно_adv представить_v в	2.2975385688628783e-05	2.2975385688628783e-05
44	14	18.325172179315327	в_pr декартовый_a система_s координата_s	0.00010721846391587666	0.00010721846391587666
829	3	18.315671709710458	в_pr тот_a случай_s когда_conj	2.297538451446592e-05	2.297538451446592e-05
523	4	18.300498091441128	число_s школа_s в_pr математика_s	3.063384470833427e-05	3.063384470833427e-05
191	7	18.29882321579224	уравнение_s линия_s второй_a порядок_s	5.360922798487101e-05	5.360922798487101e-05
737	4	18.27181396033042	что_conj глава_s преобразование_s плоскость_s	3.063384219212781e-05	3.063384219212781e-05
113	9	18.256368373974485	теорема_s пусть_part функция_s определить_partcp	6.892614183680333e-05	6.892614183680333e-05
646	4	18.25468296711122	называться_v предельный_a точка_s множество_s	3.063384066534107e-05	3.063384066534107e-05
874	3	18.229414993379645	число_s в_pr фибоначчиева_s система_s	2.297537878500036e-05	2.297537878500036e-05
16	22	18.20382831031776	линейный_a операция_s с_pr он	0.00016848609813576904	0.00016848609813576904
328	5	18.196892117050588	произведение_s вектор_s его_a свойство_s	3.8292294223703064e-05	3.8292294223703064e-05
340	5	18.188517450569424	уравнение_s разделить_v часть_s уравнение_s	3.82922932439713e-05	3.82922932439713e-05
339	5	18.18625090529715	уравнение_s в_pr верный_a числовой_a	3.8292292977834354e-05	3.8292292977834354e-05
10	26	18.178741023613895	второй_a порядок_s на_pr плоскость_s	0.00019911991888377128	0.00019911991888377128
128	8	18.17588618540731	от_pr точка_s до_pr плоскость_s	6.126766680875313e-05	6.126766680875313e-05
188	7	18.17007394224472	один_a базис_s к_pr другой_a	5.360920749261104e-05	5.360920749261104e-05
280	6	18.150282300272	координатный_a представление_s элемент_s в_pr	4.5950746437557786e-05	4.5950746437557786e-05
813	3	18.139472868066846	то есть_adv такой_a что_conj	2.2975372434461888e-05	2.2975372434461888e-05
588	4	18.132493234540267	дифференциальный_a уравнение_s порядок_s лекция_s	3.063382923319787e-05	3.063382923319787e-05
587	4	18.132493234540267	лекция_s дифференциальный_a уравнение_s порядок_s	3.063382923319787e-05	3.063382923319787e-05
820	3	18.113776956348044	из_pr он можно_adv выбрать_v	2.2975370546244e-05	2.2975370546244e-05
640	4	18.10807980489863	определение_s пусть_conj некоторый_a множество_s	3.063382683069954e-05	3.063382683069954e-05
740	4	18.094342325900687	столбец_s быть_v линейный_a комбинация_s	3.063382546082724e-05	3.063382546082724e-05
824	3	18.05807285198994	что_conj никакой_a из_pr он	2.2975366335600902e-05	2.2975366335600902e-05
66	12	18.053870157497933	в_pr полярный_a система_s координата_s	9.190146404510756e-05	9.190146404510756e-05
146	8	18.048342855035344	линейный_a оператор_s действовать_partcp в_pr	6.126764155544349e-05	6.126764155544349e-05
710	4	18.043726589222963	форма_s аналитический_a геометрия_s линейный_a	3.063382029945286e-05	3.063382029945286e-05
452	4	17.9963141491509	повторение_s из_pr элемент_s число_s	3.0633815297678595e-05	3.0633815297678595e-05
333	5	17.993959169052644	который_a до_pr данный_a точка_s	3.82922688061614e-05	3.82922688061614e-05
955	3	17.992495094322248	система_s уравнение_s третий_a степень_s	2.2975361165691313e-05	2.2975361165691313e-05
241	6	17.974021428036966	линейный_a однородный_a дифференциальный_a уравнение_s	4.595071933273072e-05	4.595071933273072e-05
530	4	17.926643081983414	пример_s решить_v система_s решение_s	3.063380764295128e-05	3.063380764295128e-05
383	5	17.90639972626892	т_s о_pr пусть_part функция_s	3.8292256685785086e-05	3.8292256685785086e-05
497	4	17.90480706579486	последовательность_s число_s задать_partcp условие_s	3.063380516675081e-05	3.063380516675081e-05
24	18	17.90457891367483	в_pr некоторый_a окрестность_s точка_s	0.0001378521231330602	0.0001378521231330602
46	14	17.897550569144656	функция_s непрерывный_a на_pr отрезок_s	0.00010721831517436733	0.00010721831517436733
360	5	17.8974595713748	функция_s определить_partcp в_pr окрестность_s	3.829225540635418e-05	3.829225540635418e-05
822	3	17.89561669056604	можно_adv выбрать_v такой_a число_s	2.2975353084978813e-05	2.2975353084978813e-05
142	8	17.883855252444576	равенство_s аналитический_a геометрия_s линейный_a	6.126760551065013e-05	6.126760551065013e-05
590	4	17.86950357661798	лекция_s система_s линейный_a однородный_a	3.063380108320842e-05	3.063380108320842e-05
839	3	17.867760819615462	целый_a число_s от_pr до_pr	2.2975350659268393e-05	2.2975350659268393e-05
648	4	17.867420114079923	точка_s о_pr а_s а_s	3.063380083907815e-05	3.063380083907815e-05
450	4	17.86649501687816	расширенный_a матрица_s система_s линейный_a	3.063380073056656e-05	3.063380073056656e-05
719	4	17.865609415150015	в_pr базис_s координатный_a представление_s	3.063380062662249e-05	3.063380062662249e-05
516	4	17.864431613878722	уравнение_s можно_adv записать_v в	3.063380048828373e-05	3.063380048828373e-05
508	4	17.8087018093903	от_pr точка_s до_pr прямой_a	3.063379381173824e-05	3.063379381173824e-05
522	4	17.793960815320727	мочь_v быть_v записать_partcp в_pr	3.063379200217876e-05	3.063379200217876e-05
231	6	17.79389533331144	множество_s весь_a действительный_a число_s	4.59506879911486e-05	4.59506879911486e-05
483	4	17.79314157956915	на_pr найти_v остаток_s от_pr	3.063379190106852e-05	3.063379190106852e-05
825	3	17.783503224735387	в_pr один_a из_pr цветок_s	2.297534303038455e-05	2.297534303038455e-05
445	5	17.779607003925072	из_pr его_a канонический_a уравнение_s	3.829223777786469e-05	3.829223777786469e-05
703	4	17.777014706514837	умножение_s на_pr вещественный_a число_s	3.063378989895212e-05	3.063378989895212e-05
968	3	17.75664086378197	принимать_v целый_a значение_s в_pr	2.2975340503031593e-05	2.2975340503031593e-05
514	4	17.700122379788933	в_pr правый_a часть_s равенство_s	3.06337800390618e-05	3.06337800390618e-05
888	3	17.694624008000613	доказать_v что_conj ни_part один_a	2.2975334485251955e-05	2.2975334485251955e-05
141	8	17.67747836123532	геометрия_s линейный_a алгебра_s где_adv	6.126755406766864e-05	6.126755406766864e-05
386	5	17.669706019991185	на_pr отрезок_s о_pr а_s	3.829221998924642e-05	3.829221998924642e-05
415	5	17.644460826578037	геометрия_s линейный_a алгебра_s пример_s	3.8292215708087e-05	3.8292215708087e-05
77	11	17.64329375488903	геометрия_s линейный_a алгебра_s определение_s	8.424287411837848e-05	8.424287411837848e-05
916	3	17.636826576496293	сумма_s квадрат_s корень_s уравнение_s	2.2975328639175006e-05	2.2975328639175006e-05
549	4	17.631749621691224	любой_a точка_s лежать_partcp на_pr	3.0633770819166386e-05	3.0633770819166386e-05
626	4	17.631595385024085	вектор_s векторный_a произведение_s вектор_s	3.063377079787008e-05	3.063377079787008e-05
665	4	17.623627847168123	функция_s определить_partcp непрерывный_a на_pr	3.063376969464601e-05	3.063376969464601e-05
15	22	17.622380293772842	вектор_s линейный_a операция_s с_pr	0.0001684857323674324	0.0001684857323674324
366	5	17.61147938768593	множество_s весь_a вещественный_a число_s	3.8292210000925075e-05	3.8292210000925075e-05
735	4	17.583819407726622	матрица_s размер_s с_pr элемент_s	3.0633764090377e-05	3.0633764090377e-05
598	4	17.547775536399048	декартовый_a система_s координата_s уравнение_s	3.063375888095332e-05	3.063375888095332e-05
222	6	17.538131797236908	для_pr любой_a иметь_v место_s	4.595063619739753e-05	4.595063619739753e-05
656	4	17.5283208870724	пусть_conj функция_s определить_partcp на_pr	3.0633756014617896e-05	3.0633756014617896e-05
836	3	17.511961317083685	то есть_adv доказать_v что_conj	2.2975315180646206e-05	2.2975315180646206e-05
647	4	17.511181936895067	предельный_a точка_s множество_s если_conj	3.0633753457239636e-05	3.0633753457239636e-05
612	4	17.50721327863162	дифференциальный_a уравнение_s первый_a порядок_s	3.063375286071408e-05	3.063375286071408e-05
884	3	17.499041646978668	доказать_v что_conj если_conj простой_s	2.2975313720447382e-05	2.2975313720447382e-05
160	7	17.498692368429353	доказать_v что_conj многочлен_s делиться_v	5.360906525517578e-05	5.360906525517578e-05
517	4	17.498166109093628	если_conj если_conj решение_s нет_adv	3.063375149469197e-05	3.063375149469197e-05
518	4	17.498166109093628	если_conj решение_s нет_adv если_conj	3.063375149469197e-05	3.063375149469197e-05
876	3	17.468796833682475	в_pr левый_a часть_s равенство_s	2.2975310250563978e-05	2.2975310250563978e-05
722	4	17.468718219082287	иметь_v вид_s аналитический_a геометрия_s	3.0633746988599566e-05	3.0633746988599566e-05
118	9	17.46626256240117	определение_s быть_v говорить_v что_conj	6.892592986949778e-05	6.892592986949778e-05
276	6	17.463782163268434	оператор_s аналитический_a геометрия_s линейный_a	4.595061933636993e-05	4.595061933636993e-05
987	3	17.449386067944225	что_conj ответ_s указание_s решение_s	2.2975307985002382e-05	2.2975307985002382e-05
746	4	17.426224437596975	система_s линейный_a уравнение_s задавать_partcp	3.063374032194809e-05	3.063374032194809e-05
618	4	17.42532585412479	определить_partcp в_pr окрестность_s точка_s	3.063374017884259e-05	3.063374017884259e-05
17	22	17.414350337308683	л_sв_pr система_s линейный_a уравнение_s	0.00016848556133037835	0.00016848556133037835
562	4	17.396582231641528	уравнение_s иметь_v единственный_a корень_s	3.063373555388075e-05	3.063373555388075e-05
9	26	17.392013454338358	линейный_a уравнение_s с_pr неизвестный_a	0.0001991192762664434	0.0001991192762664434
410	5	17.37696999733816	координата_s аналитический_a геометрия_s линейный_a	3.829216543111524e-05	3.829216543111524e-05
660	4	17.369274299260987	некоторый_a окрестность_s точка_s функция_s	3.063373107374295e-05	3.063373107374295e-05
639	4	17.328293611562458	равный_a тогда_adv только_part тогда_adv	3.0633724189306826e-05	3.0633724189306826e-05
409	5	17.323995532473113	где_adv аналитический_a геометрия_s линейный_a	3.82921543198343e-05	3.82921543198343e-05
227	6	17.299742560385734	собственный_a значение_s линейный_a оператор_s	4.595057891407798e-05	4.595057891407798e-05
398	5	17.268846321752108	с_pr один_a сторона_s с_pr	3.8292142310660494e-05	3.8292142310660494e-05
480	4	17.25772037433833	делиться_v на_pr при_pr какой_a	3.063371186539988e-05	3.063371186539988e-05
425	5	17.255243100218877	область_s значение_s линейный_a оператор_s	3.829213927719514e-05	3.829213927719514e-05
150	7	17.252777016789704	точка_s лежать_v на_pr один_a	5.3608994213878514e-05	5.3608994213878514e-05
546	4	17.222157027336284	значение_s собственный_a вектор_s оператор_s	3.0633705422908566e-05	3.0633705422908566e-05
645	4	17.21986819651606	точка_s называться_v предельный_a точка_s	3.0633705002809925e-05	3.0633705002809925e-05
717	4	17.21717810193205	формула_s аналитический_a геометрия_s линейный_a	3.063370450820942e-05	3.063370450820942e-05
851	3	17.206793227467614	пусть_part многочлен_s с_pr целый_a	2.297527694262889e-05	2.297527694262889e-05
613	4	17.189891865804597	общий_a решение_s дифференциальный_a уравнение_s	3.063369943889843e-05	3.063369943889843e-05
681	4	17.17032770420566	некоторый_a окрестность_s точка_s если_conj	3.063369574474367e-05	3.063369574474367e-05
531	4	17.161836008311102	система_s иметь_v единственный_a решение_s	3.063369412566331e-05	3.063369412566331e-05
323	5	17.150160175911495	многочлен_s делиться_v на_pr доказать_v	3.829211485482248e-05	3.829211485482248e-05
97	10	17.141708684836786	геометрия_s линейный_a алгебра_s теорема_s	7.658422562445469e-05	7.658422562445469e-05
175	7	17.136031773687105	ряд_s сходиться_v если_conj ряд_s	5.3608956006860615e-05	5.3608956006860615e-05
421	5	17.103559838740146	пространство_s аналитический_a геометрия_s линейный_a	3.82921034418637e-05	3.82921034418637e-05
172	7	17.094967901159492	уравнение_s иметь_v единственный_a решение_s	5.3608941815871696e-05	5.3608941815871696e-05
919	3	17.08733939638528	уравнение_s иметь_v действительный_a корень_s	2.2975259629203884e-05	2.2975259629203884e-05
87	10	17.071473572712616	собственный_a вектор_s линейный_a оператор_s	7.65841907330051e-05	7.65841907330051e-05
93	10	17.060398142501004	функция_s определить_partcp в_pr некоторый_a	7.658418507423599e-05	7.658418507423599e-05
934	3	17.04191655762939	комплексный_a число_s комплексный_a плоскость_s	2.2975252660251803e-05	2.2975252660251803e-05
345	5	17.03781273203355	уравнение_s в знать_v в_pr	3.8292086699587124e-05	3.8292086699587124e-05
357	5	17.029435020393432	наименьший_a значение_s функция_s на_pr	3.829208451090243e-05	3.829208451090243e-05
173	7	17.027017524410912	если_conj найтись_v такой_a что_conj	5.3608917427748055e-05	5.3608917427748055e-05
649	4	16.997968991900414	номер_s такой_a что_conj при_pr	3.0633660940734254e-05	3.0633660940734254e-05
659	4	16.980047083903152	такой_a что_conj при_pr все_s	3.063365707737664e-05	3.063365707737664e-05
393	5	16.97870566582335	такой_a что_conj для_pr все_s	3.8292070982846424e-05	3.8292070982846424e-05
29	16	16.966407316247594	в_pr ортонормированный_a система_s координата_s	0.00012253461641909295	0.00012253461641909295
164	7	16.96166762604299	решение_s однородный_a система_s линейный_a	5.360889286414263e-05	5.360889286414263e-05
185	7	16.943019170719186	вектор_s в_pr координатный_a форма_s	5.3608885648102035e-05	5.3608885648102035e-05
423	5	16.938218184455362	говорить_v что_conj в_pr задать_partcp	3.8292059839434194e-05	3.8292059839434194e-05
187	7	16.927649816086213	от_pr один_a базис_s к_pr	5.3608879630396184e-05	5.3608879630396184e-05
794	3	16.90736096540787	если_conj известно_adv что_conj некоторый_a	2.2975230680445028e-05	2.2975230680445028e-05
892	3	16.890472940337414	простой_s число_s доказать_v что_conj	2.297522777414396e-05	2.297522777414396e-05
30	16	16.88565605623427	однородный_a система_s линейный_a уравнение_s	0.00012253454367434642	0.00012253454367434642
559	4	16.872562880640384	который_a обращать_v уравнение_s в_pr	3.063363287274634e-05	3.063363287274634e-05
715	4	16.861156517744963	геометрия_s линейный_a алгебра_s свойство_s	3.063363019668228e-05	3.063363019668228e-05
8	30	16.852363314758833	линейный_a зависимость_s в_pr линейный_a	0.00022975221089403705	0.00022975221089403705
167	7	16.828217040670843	линейный_a оператор_s в_pr матричный_a	5.360883911050892e-05	5.360883911050892e-05
889	3	16.825188056835852	что_conj ни_part один_a из_pr	2.2975216213628462e-05	2.2975216213628462e-05
122	8	16.805815205904477	что_conj для_pr любой_a натуральный_a	6.126723381668092e-05	6.126723381668092e-05
774	4	16.803828792800328	матрица_s тензор_s иметь_v вид_s	3.0633616421829084e-05	3.0633616421829084e-05
48	14	16.793089788521392	что_conj аналитический_a геометрия_s линейный_a	0.00010721764823001993	0.00010721764823001993
273	6	16.79037241764125	геометрия_s линейный_a алгебра_s тогда_adv	4.595041966260287e-05	4.595041966260287e-05
36	15	16.77734697371541	объект_s на_pr плоскость_s в_pr	0.00011487603701817676	0.00011487603701817676
721	4	16.772263561318592	базис_s аналитический_a геометрия_s линейный_a	3.063360860031082e-05	3.063360860031082e-05
350	5	16.762619790618498	лекция_s линейный_a дифференциальный_a уравнение_s	3.829200772045087e-05	3.829200772045087e-05
269	6	16.749511161916054	геометрия_s линейный_a алгебра_s задача_s	4.595040428315054e-05	4.595040428315054e-05
720	4	16.73923539393885	базис_s с_pr матрица_s переход_s	3.0633600231000736e-05	3.0633600231000736e-05
802	3	16.70451475752226	система_s счисление_s доказать_v что_conj	2.297519341783094e-05	2.297519341783094e-05
268	6	16.692914715577448	прямой_a существовать_v такой_a что_conj	4.595038224878741e-05	4.595038224878741e-05
229	6	16.684298063981338	если_conj уравнение_s принимать_v вид_s	4.5950378817649143e-05	4.5950378817649143e-05
718	4	16.679591934214915	плоскость_s аналитический_a геометрия_s линейный_a	3.063358462333617e-05	3.063358462333617e-05
466	4	16.67265536497606	при_pr какой_a целый_a число_s	3.063358276591409e-05	3.063358276591409e-05
249	6	16.649665708069648	пусть_part функция_s определить_partcp на_pr	4.59503648185165e-05	4.59503648185165e-05
265	6	16.640541909376417	геометрия_s линейный_a алгебра_s решение_s	4.595036107421303e-05	4.595036107421303e-05
278	6	16.6315096090065	матрица_s аналитический_a геометрия_s линейный_a	4.595035734406155e-05	4.595035734406155e-05
264	6	16.627280895551312	вектор_s аналитический_a геометрия_s линейный_a	4.5950355589648776e-05	4.5950355589648776e-05
67	12	16.608589765066732	пусть_part функция_s определить_partcp в_pr	9.190069554631829e-05	9.190069554631829e-05
966	3	16.5781868323749	бы_adv один_a из_pr число_s	2.297516742027643e-05	2.297516742027643e-05
838	3	16.564941547675808	существовать_v целый_a число_s от_pr	2.29751645602827e-05	2.29751645602827e-05
712	4	16.55788208952573	такой_a что_conj аналитический_a геометрия_s	3.063355070027397e-05	3.063355070027397e-05
897	3	16.55632900613862	один_a из_pr он делиться_v	2.2975162686478695e-05	2.2975162686478695e-05
975	3	16.54520475959369	в_pr ответ_s указание_s решение_s	2.2975160249596402e-05	2.2975160249596402e-05
95	10	16.54004121689515	пусть_part функция_s непрерывный_a на_pr	7.658386370689174e-05	7.658386370689174e-05
535	4	16.52999687857105	вектор_s проекция_s вектор_s на_pr	3.063354251680285e-05	3.063354251680285e-05
285	6	16.52979128508294	в_pr который_a квадратичный_a функционал_s	4.595031368381703e-05	4.595031368381703e-05
334	5	16.519224022615287	канонический_a уравнение_s который_a иметь_v	3.8291924140866774e-05	3.8291924140866774e-05
448	4	16.517361087985947	любой_a элемент_s множество_s являться_v	3.063353875618082e-05	3.063353875618082e-05
289	6	16.50962722250572	определение_s в_pr евклидов_a пространство_s	4.5950304657227044e-05	4.5950304657227044e-05
55	13	16.509280177324534	система_s линейный_a алгебраический_a уравнение_s	9.955899308498585e-05	9.955899308498585e-05
290	6	16.473149955622976	элемент_s в_pr евклидов_a пространство_s	4.595028800388611e-05	4.595028800388611e-05
599	4	16.46890765677678	полярный_a система_s координата_s в_pr	3.063352402642084e-05	3.063352402642084e-05
58	13	16.446991290304904	из_pr условие_s следовать_v что_conj	9.955893089887083e-05	9.955893089887083e-05
40	14	16.419945623736368	делиться_v на_pr доказать_v что_conj	0.00010721728020826054	0.00010721728020826054
384	5	16.412123741974412	непрерывный_a на_pr отрезок_s функция_s	3.8291882653344765e-05	3.8291882653344765e-05
965	3	16.41174988597482	в_pr предел_s от_pr до_pr	2.2975129501837445e-05	2.2975129501837445e-05
597	4	16.391031200495846	пространство_s задача_s показать_v что_conj	3.063349929072272e-05	3.063349929072272e-05
379	5	16.381269458785805	определение_s функция_s называться_v непрерывный_a	3.829187011861039e-05	3.829187011861039e-05
752	4	16.3690124352194	доказательство_s следовать_v из_pr теорема_s	3.063349205139611e-05	3.063349205139611e-05
206	6	16.36284643098404	на_pr тогда_adv только_part тогда_adv	4.5950235006385377e-05	4.5950235006385377e-05
689	4	16.310419900358045	для_pr функция_s один_a переменная_s	3.063347224039886e-05	3.063347224039886e-05
102	9	16.304571900997992	с_pr центр_s в_pr точка_s	6.892530799181714e-05	6.892530799181714e-05
816	3	16.287160010815366	весь_a точка_s лежать_v на_pr	2.297509811254695e-05	2.297509811254695e-05
464	4	16.272819861966433	множество_s простой_a число_s вид_s	3.063345909683293e-05	3.063345909683293e-05
145	8	16.27052557258751	каждый_a элемент_s линейный_a пространство_s	6.126691656738496e-05	6.126691656738496e-05
770	4	16.25849150305611	канонический_a уравнение_s следовать_v что_conj	3.063345399734148e-05	3.063345399734148e-05
262	6	16.23397906911687	геометрия_s линейный_a алгебра_s при_pr	4.595016773252656e-05	4.595016773252656e-05
355	5	16.22481425125861	иметь_v в_pr точка_s локальный_a	3.8291802262790444e-05	3.8291802262790444e-05
994	3	16.220187474895493	нет_adv если_conj если_conj если_conj	2.2975080085169303e-05	2.2975080085169303e-05
573	4	16.2121576605041	квадратный_a уравнение_s иметь_v корень_s	3.063343715601925e-05	3.063343715601925e-05
401	5	16.208628902666288	теорема_s если_conj ряд_s сходиться_v	3.829179481386525e-05	3.829179481386525e-05
277	6	16.17017557670768	теорема_s доказать_partcp теорема_s для_pr	4.595013213345046e-05	4.595013213345046e-05
654	4	16.167906169812017	определение_s определение_s предел_s по_pr	3.063342055867572e-05	3.063342055867572e-05
695	4	16.149860252855127	заметить_v что_conj в_pr сила_s	3.063341364272112e-05	3.063341364272112e-05
860	3	16.146532072122575	выполняться_v неравенство_s доказать_v что_conj	2.2975059268310054e-05	2.2975059268310054e-05
309	5	16.14246737862508	что_conj при_pr выполняться_v равенство_s	3.8291763480483204e-05	3.8291763480483204e-05
161	7	16.141744770308293	что_conj многочлен_s делиться_v на_pr	5.360846838237661e-05	5.360846838237661e-05
